68.0,70.78
69.8,74.84
68.0,74.84
69.8,74.26
69.8,73.10
69.8,73.10
69.8,73.10
69.8,73.10
68.0,72.52
69.8,75.42
69.8,77.16
69.8,78.32
69.8,79.48
69.8,80.64
69.8,80.06
69.8,80.06
69.8,82.38
69.8,80.06
69.8,80.64
69.8,80.64
69.8,82.38
69.8,78.90
69.8,79.48
69.8,77.74
68.0,76.58
68.0,72.52
